,timestamp,open,high,low,close,volume
0,2023-09-29 19:00:00,140.3,140.59,140.09,140.3,1109963
1,2023-09-29 18:00:00,140.3,140.48,140.1,140.3,1110560
2,2023-09-29 17:00:00,140.47,140.88,140.3,140.33,17348
3,2023-09-29 16:00:00,140.34,141.25,139.9,140.48,3579991
4,2023-09-29 15:00:00,140.42,140.65,139.97,140.34,1232057
5,2023-09-29 14:00:00,139.7,140.405,139.65,140.39,511054
6,2023-09-29 13:00:00,140.42,140.42,139.61,139.71,486733
7,2023-09-29 12:00:00,140.56,140.96,140.34,140.425,444146
8,2023-09-29 11:00:00,141.46,141.52,140.47,140.565,526265
9,2023-09-29 10:00:00,141.78,141.86,141.23,141.47,673145
10,2023-09-29 09:00:00,142.23,142.35,140.88,141.78,450032
11,2023-09-29 08:00:00,141.98,142.45,141.525,142.23,2246
12,2023-09-29 07:00:00,142.0,142.08,141.9,141.9,1450
13,2023-09-29 06:00:00,142.0,142.0,142.0,142.0,20
14,2023-09-29 04:00:00,141.74,141.95,141.74,141.95,2
15,2023-09-28 19:00:00,141.58,141.7,141.58,141.7,567846
16,2023-09-28 18:00:00,141.64,141.7,141.58,141.65,567792
17,2023-09-28 17:00:00,141.7,141.7,141.58,141.58,4486
18,2023-09-28 16:00:00,141.58,143.67,141.46,141.7,1969793
19,2023-09-28 15:00:00,141.41,141.974,141.37,141.58,1235366
20,2023-09-28 14:00:00,141.31,141.66,141.22,141.4,373797
21,2023-09-28 13:00:00,141.13,141.295,140.91,141.29,458244
22,2023-09-28 12:00:00,141.266,141.47,140.75,141.13,592406
23,2023-09-28 11:00:00,140.86,141.284,140.81,141.261,568799
24,2023-09-28 10:00:00,140.32,141.537,140.29,140.87,796900
25,2023-09-28 09:00:00,141.68,142.282,140.205,140.3,907792
26,2023-09-28 08:00:00,143.16,143.31,141.68,141.7,11371
27,2023-09-28 07:00:00,143.3,143.3,142.44,142.58,2314
28,2023-09-28 06:00:00,143.01,143.42,142.77,143.27,238
29,2023-09-28 05:00:00,143.07,143.36,143.07,143.3,66
30,2023-09-28 04:00:00,143.14,143.33,142.7,143.24,174
31,2023-09-27 19:00:00,143.17,143.38,143.17,143.38,801305
32,2023-09-27 18:00:00,143.19,143.38,143.17,143.19,801235
33,2023-09-27 17:00:00,143.22,143.48,143.2,143.28,409
34,2023-09-27 16:00:00,143.17,143.38,143.095,143.18,2902523
