timestamp,open,high,low,close,volume
2023-09-29T19:00:00Z,140.3,140.59,140.09,140.3,1109963
2023-09-29T18:00:00Z,140.3,140.48,140.1,140.3,1110560
2023-09-29T17:00:00Z,140.47,140.88,140.3,140.33,17348
2023-09-29T16:00:00Z,140.34,141.25,139.9,140.48,3579991
2023-09-29T15:00:00Z,140.42,140.65,139.97,140.34,1232057
2023-09-29T14:00:00Z,139.7,140.405,139.65,140.39,511054
2023-09-29T13:00:00Z,140.42,140.42,139.61,139.71,486733
2023-09-29T12:00:00Z,140.56,140.96,140.34,140.425,444146
2023-09-29T11:00:00Z,141.46,141.52,140.47,140.565,526265
2023-09-29T10:00:00Z,141.78,141.86,141.23,141.47,673145
2023-09-29T09:00:00Z,142.23,142.35,140.88,141.78,450032
2023-09-29T08:00:00Z,141.98,142.45,141.525,142.23,2246
2023-09-29T07:00:00Z,142,142.08,141.9,141.9,1450
2023-09-29T06:00:00Z,142,142,142,142,20
2023-09-29T04:00:00Z,141.74,141.95,141.74,141.95,2
2023-09-28T19:00:00Z,141.58,141.7,141.58,141.7,567846
2023-09-28T18:00:00Z,141.64,141.7,141.58,141.65,567792
2023-09-28T17:00:00Z,141.7,141.7,141.58,141.58,4486
2023-09-28T16:00:00Z,141.58,143.67,141.46,141.7,1969793
2023-09-28T15:00:00Z,141.41,141.974,141.37,141.58,1235366
2023-09-28T14:00:00Z,141.31,141.66,141.22,141.4,373797
2023-09-28T13:00:00Z,141.13,141.295,140.91,141.29,458244
2023-09-28T12:00:00Z,141.266,141.47,140.75,141.13,592406
2023-09-28T11:00:00Z,140.86,141.284,140.81,141.261,568799
2023-09-28T10:00:00Z,140.32,141.537,140.29,140.87,796900
2023-09-28T09:00:00Z,141.68,142.282,140.205,140.3,907792
2023-09-28T08:00:00Z,143.16,143.31,141.68,141.7,11371
2023-09-28T07:00:00Z,143.3,143.3,142.44,142.58,2314
2023-09-28T06:00:00Z,143.01,143.42,142.77,143.27,238
2023-09-28T05:00:00Z,143.07,143.36,143.07,143.3,66
2023-09-28T04:00:00Z,143.14,143.33,142.7,143.24,174
2023-09-27T19:00:00Z,143.17,143.38,143.17,143.38,801305
2023-09-27T18:00:00Z,143.19,143.38,143.17,143.19,801235
2023-09-27T17:00:00Z,143.22,143.48,143.2,143.28,409
2023-09-27T16:00:00Z,143.17,143.38,143.095,143.18,2902523
2023-09-27T15:00:00Z,143.16,143.66,142.79,143.17,839745
2023-09-27T14:00:00Z,142.32,143.19,142.11,143.17,453775
2023-09-27T13:00:00Z,142.24,142.54,141.76,142.3,408960
2023-09-27T12:00:00Z,142.277,142.607,142.17,142.25,292868
2023-09-27T11:00:00Z,142.79,142.93,142.15,142.266,290565
2023-09-27T10:00:00Z,143.2,143.64,142.729,142.785,500789
2023-09-27T09:00:00Z,143.67,143.82,142.48,143.2,349794
2023-09-27T08:00:00Z,143.71,143.9,143.24,143.67,277
2023-09-27T07:00:00Z,143.7,143.73,143.57,143.57,1488
2023-09-27T06:00:00Z,143.47,143.63,143.47,143.63,3
2023-09-27T05:00:00Z,143.54,143.63,143.46,143.47,120
2023-09-27T04:00:00Z,143.58,143.89,143.58,143.89,42
2023-09-26T19:00:00Z,143.24,143.59,143.24,143.59,677781
2023-09-26T18:00:00Z,143.44,143.59,143.24,143.4,677453
2023-09-26T17:00:00Z,143.44,143.59,143.4,143.44,551
2023-09-26T16:00:00Z,143.24,150,143,143.24,2188672
2023-09-26T15:00:00Z,143.365,143.6,143.02,143.24,1160674
2023-09-26T14:00:00Z,143.74,143.82,143.26,143.379,523364
2023-09-26T13:00:00Z,144.22,144.29,143.41,143.75,630013
2023-09-26T12:00:00Z,144.35,144.69,144.21,144.215,355589
2023-09-26T11:00:00Z,145.019,145.096,144.3,144.36,589893
2023-09-26T10:00:00Z,146.11,146.17,144.815,145.004,499444
2023-09-26T09:00:00Z,145.68,146.125,145.34,146.11,226803
2023-09-26T08:00:00Z,146.05,146.48,145.525,145.8,2545
2023-09-26T07:00:00Z,146.1,146.3,146.1,146.1,396
2023-09-26T06:00:00Z,145.83,146,145.83,146,111
2023-09-26T05:00:00Z,146.03,146.03,146.03,146.03,4
2023-09-26T04:00:00Z,146.1,146.18,145.81,146.08,200
2023-09-25T19:00:00Z,146.48,146.65,146.18,146.65,397740
2023-09-25T18:00:00Z,146.55,146.65,146.48,146.48,398430
2023-09-25T17:00:00Z,146.48,146.65,146.48,146.65,208
2023-09-25T16:00:00Z,146.45,146.65,146.08,146.48,1453138
2023-09-25T15:00:00Z,146.51,146.72,146.26,146.5,709631
2023-09-25T14:00:00Z,146.845,146.88,146.51,146.51,199005
2023-09-25T13:00:00Z,146.78,147.13,146.715,146.82,204954
2023-09-25T12:00:00Z,147.109,147.43,146.75,146.79,190869
2023-09-25T11:00:00Z,146.58,147.235,146.49,147.1,245423
2023-09-25T10:00:00Z,147.25,147.3,146.59,146.59,254308
2023-09-25T09:00:00Z,146.65,147.25,146.18,147.22,229612
2023-09-25T08:00:00Z,146.65,147.32,146.07,146.58,492
2023-09-25T07:00:00Z,146.77,146.91,146.54,146.9,918
2023-09-25T06:00:00Z,146.64,146.64,146.63,146.63,39
2023-09-25T05:00:00Z,146.83,146.83,146.37,146.78,140
2023-09-25T04:00:00Z,146.96,147.02,146.33,146.33,83
2023-09-22T19:00:00Z,146.91,147.14,146.85,146.9,499322
