,timestamp,open,high,low,close,volume,daily_return
0,2023-12-05,190.21,194.4,190.18,193.42,66628398,
1,2023-12-04,189.98,190.05,187.4511,189.43,43389519,-2.062868369351656
2,2023-12-01,190.33,191.56,189.23,191.24,45704823,0.9554980731668605
3,2023-11-30,189.84,190.32,188.19,189.95,48794366,-0.6745450742522641
4,2023-11-29,190.9,192.09,188.97,189.37,43014224,-0.3053435114503733
5,2023-11-28,189.78,191.08,189.4,190.4,38415419,0.5439087500660023
6,2023-11-27,189.92,190.67,188.9,189.79,40552609,-0.32037815126051417
7,2023-11-24,190.87,190.9,189.25,189.97,24048344,0.09484166710576059
8,2023-11-22,191.49,192.93,190.825,191.31,39630011,0.7053745328209793
9,2023-11-21,191.41,191.52,189.74,190.64,38134485,-0.3502169254090304
10,2023-11-20,189.89,191.905,189.88,191.45,46538614,0.42488459924465705
11,2023-11-17,190.25,190.38,188.57,189.69,50941404,-0.9193000783494387
12,2023-11-16,189.57,190.96,188.65,189.71,54412915,0.010543518372085892
13,2023-11-15,187.845,189.5,187.78,188.01,53790499,-0.8961045806757717
14,2023-11-14,187.7,188.11,186.3,187.44,60108378,-0.30317536301259773
15,2023-11-13,185.82,186.03,184.21,184.8,43627519,-1.4084507042253502
16,2023-11-10,183.97,186.565,183.53,186.4,66177922,0.8658008658008587
17,2023-11-09,182.96,184.12,181.81,182.41,53763540,-2.140557939914167
18,2023-11-08,182.35,183.45,181.59,182.89,49340282,0.26314346801161737
19,2023-11-07,179.18,182.44,178.97,181.82,70529966,-0.5850511236262235
20,2023-11-06,176.38,179.43,176.21,179.23,63841310,-1.4244857551424461
21,2023-11-03,174.24,176.82,173.35,176.65,79829246,-1.439491156614392
22,2023-11-02,175.52,177.78,175.46,177.57,77334752,0.5208038494197487
23,2023-11-01,171.0,174.23,170.12,173.97,56934906,-2.0273694880892035
24,2023-10-31,169.35,170.9,167.9,170.77,44846017,-1.8393975972868848
25,2023-10-30,169.02,171.17,168.87,170.29,51130955,-0.28107981495579804
26,2023-10-27,166.91,168.96,166.83,168.22,58499129,-1.2155734335545176
