,timestamp,open,high,low,close,volume,daily_return
0,2023-12-05,143.55,148.57,143.13,146.88,46822411,
1,2023-12-04,145.25,145.35,142.81,144.84,48294244,-1.388888888888884
2,2023-12-01,146.0,147.245,145.55,147.03,39951833,1.512013256006628
3,2023-11-30,144.76,146.93,144.332,146.09,65814022,-0.6393253077603189
4,2023-11-29,147.85,148.54,145.97,146.32,40610907,0.15743719624887742
5,2023-11-28,146.98,147.5999,145.53,147.03,42711682,0.4852378348824571
6,2023-11-27,147.53,149.26,146.88,147.73,53762428,0.476093314289594
7,2023-11-24,146.7,147.2,145.32,146.74,22378379,-0.6701414743112255
8,2023-11-22,144.57,147.74,144.57,146.71,45700002,-0.0204443232929008
9,2023-11-21,143.91,144.05,141.5,143.9,71225992,-1.915343194056307
10,2023-11-20,145.13,146.63,144.725,146.13,41978766,1.5496872828352881
11,2023-11-17,142.66,145.23,142.545,145.18,49678437,-0.650106069937717
12,2023-11-16,140.91,143.32,139.52,142.83,49653512,-1.618680258988836
13,2023-11-15,147.06,147.29,142.59,143.2,63875720,0.25904921935167025
14,2023-11-14,145.0,147.26,144.68,145.8,56674551,1.8156424581005748
15,2023-11-13,142.08,143.23,140.67,142.59,35680570,-2.201646090534981
16,2023-11-10,140.46,143.65,139.91,143.56,49349937,0.6802721088435382
17,2023-11-09,142.02,142.65,139.84,140.6,36235367,-2.0618556701030966
18,2023-11-08,142.97,143.12,141.2183,142.08,44521658,1.0526315789473717
19,2023-11-07,140.55,143.37,140.5,142.71,53553537,0.44341216216214896
20,2023-11-06,138.76,140.73,138.36,139.74,44970417,-2.081143577885225
21,2023-11-03,138.99,139.49,137.45,138.6,44059805,-0.8158007728639061
22,2023-11-02,138.73,138.81,136.47,138.07,52236693,-0.38239538239538406
23,2023-11-01,133.96,137.35,133.71,137.0,61529409,-0.7749692185123447
24,2023-10-31,132.75,133.57,131.71,133.09,51589380,-2.8540145985401444
25,2023-10-30,129.72,133.0,128.56,132.71,72485542,-0.2855210759636351
26,2023-10-27,126.2,130.02,125.52,127.74,125309313,-3.7450079119885515
27,2023-10-26,120.63,121.6393,118.35,119.57,100419516,-6.39580397682793
28,2023-10-25,126.04,126.34,120.79,121.39,74577544,1.5221209333444952
29,2023-10-24,127.74,128.8,126.34,128.56,46477355,5.906582090781787
30,2023-10-23,124.63,127.88,123.98,126.56,48259953,-1.555693839452399
31,2023-10-20,128.05,128.17,124.97,125.17,56406410,-1.098293299620734
32,2023-10-19,130.565,132.24,127.47,128.4,60961355,2.5804905328753014
33,2023-10-18,129.9,130.6699,127.51,128.13,42699479,-0.21028037383178377
34,2023-10-17,130.39,132.58,128.71,131.47,49344550,2.606727542339815
35,2023-10-16,130.69,133.07,130.425,132.55,42832918,0.8214801855936704
36,2023-10-13,132.98,133.3145,128.95,129.79,45824685,-2.0822331195775368
37,2023-10-12,132.17,134.48,131.23,132.33,55528581,1.9570074736112275
38,2023-10-11,129.74,132.05,129.61,131.83,40741842,-0.3778432706113555
39,2023-10-10,128.82,130.74,128.05,129.48,42178619,-1.7825988014867789
40,2023-10-09,126.22,128.79,124.76,128.26,38773738,-0.9422304603027509
41,2023-10-06,124.16,128.45,124.13,127.96,46836698,-0.2338998908467116
42,2023-10-05,126.71,126.73,124.33,125.96,39660643,-1.5629884338855926
43,2023-10-04,126.06,127.36,125.68,127.0,44203870,0.8256589393458302
44,2023-10-03,128.06,128.52,124.2544,124.72,51564991,-1.795275590551182
45,2023-10-02,127.28,130.47,126.54,129.46,48029744,3.800513149454776
46,2023-09-29,128.2,129.15,126.32,127.12,62411730,-1.8075081106133206
47,2023-09-28,124.04,126.5801,123.04,125.98,54554968,-0.8967904342353727
48,2023-09-27,125.76,127.48,124.13,125.98,66553449,0.0
49,2023-09-26,130.12,130.39,125.28,125.98,73048207,0.0
50,2023-09-25,129.36,131.78,128.77,131.27,46017825,4.19907921892364
51,2023-09-22,131.11,132.03,128.52,129.12,59904348,-1.6378456616134685
52,2023-09-21,131.94,132.24,129.31,129.33,70343342,0.16263940520446774
53,2023-09-20,138.55,139.37,135.2,135.29,46263716,4.60836619500502
54,2023-09-19,138.7,138.84,135.56,137.63,61482470,1.7296178579348176
55,2023-09-18,140.48,141.75,139.22,139.98,42823480,1.7074765676088122
56,2023-09-15,142.69,143.57,140.09,140.39,102909327,0.29289898556936755
57,2023-09-14,145.08,145.86,142.95,144.72,64033607,3.084265261058494
58,2023-09-13,140.95,144.98,140.865,144.85,60465175,0.08982863460476054
59,2023-09-12,142.32,143.0,140.61,141.23,42668452,-2.499137038315502
60,2023-09-11,138.75,143.62,138.64,143.1,56764525,1.3240812858457796
61,2023-09-08,136.86,138.8519,136.75,138.23,38365929,-3.403214535290011
62,2023-09-07,133.9,138.03,133.16,137.85,48498912,-0.2749041452651313
63,2023-09-06,136.32,137.45,134.61,135.36,41785507,-1.8063112078345878
64,2023-09-05,137.73,137.8,135.82,137.27,40636738,1.4110520094562595
65,2023-09-01,139.455,139.96,136.875,138.12,40991536,0.6192176003496641
66,2023-08-31,135.06,138.7885,135.0,138.01,58781314,-0.07964089197799451
67,2023-08-30,134.93,135.68,133.92,135.07,36137015,-2.130280414462715
68,2023-08-29,133.38,135.14,133.25,134.91,38646093,-0.11845709632042345
69,2023-08-28,133.78,133.95,131.85,133.14,34108410,-1.3119857682899805
70,2023-08-25,132.47,133.87,130.58,133.26,44147451,0.09013068949976777
71,2023-08-24,136.4,136.775,131.83,131.84,43646250,-1.0655860723397748
72,2023-08-23,134.5,135.95,133.22,135.52,42801043,2.7912621359223344
73,2023-08-22,135.08,135.65,133.73,134.25,32935104,-0.9371310507674258
74,2023-08-21,133.74,135.185,132.71,134.68,41442483,0.3202979515828819
75,2023-08-18,131.62,134.065,131.15,133.22,48497698,-1.0840510840510853
76,2023-08-17,135.46,136.085,133.53,133.98,48354085,0.5704849121753508
77,2023-08-16,137.19,137.27,135.01,135.07,41675903,0.8135542618301184
78,2023-08-15,140.05,141.2778,137.23,137.67,42781521,1.9249278152069227
79,2023-08-14,138.3,140.59,137.75,140.57,47148699,2.1064865257499843
80,2023-08-11,137.4,139.33,137.0,138.41,42905833,-1.5366009817172954
81,2023-08-10,139.075,140.41,137.49,138.56,58928402,0.10837367242251261
82,2023-08-09,139.97,140.32,137.1,137.85,50017349,-0.5124133949191756
83,2023-08-08,140.62,140.84,138.42,139.94,51710497,1.5161407326804488
84,2023-08-07,140.99,142.54,138.95,142.22,71213112,1.6292696870087164
85,2023-08-04,141.06,143.63,139.32,139.57,153128470,-1.8633103642244464
86,2023-08-03,127.48,129.84,126.41,128.91,91163736,-7.637744500967258
