Game ID,appid,name,developer,publisher,score_rank,positive,negative,userscore,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,initialprice,discount,ccu
391260,391260,Labyronia RPG,Labyrinthine,Senpai Studios,,933,323,0,"200,000 .. 500,000",0,0,0,0,199,199,0,0
513560,513560,Hunger Dungeon,No Stuck Game Studio,No Stuck Game Studio,,1648,633,0,"200,000 .. 500,000",0,0,0,0,0,0,0,0
499520,499520,The Turing Test,BULKHEAD,BULKHEAD,,6711,943,0,"200,000 .. 500,000",0,0,0,0,1999,1999,0,4
1985810,1985810,Call of Duty: Black Ops Cold War,"Treyarch, Raven Software, High Moon Studios, Beenox, Activision Shanghai, Sledgehammer Games",Activision,,6800,1801,0,"200,000 .. 500,000",0,0,0,0,5999,5999,0,756
1222370,1222370,Necromunda: Hired Gun,Streum On Studio,Focus Entertainment,,4249,2122,0,"200,000 .. 500,000",0,0,0,0,3999,3999,0,38
708720,708720,Gridiron,1336 Studios,1336 Studios,,1607,414,0,"200,000 .. 500,000",0,0,0,0,0,0,0,0
979080,979080,Rebel Forces,FreezeNova,FreezeNova,,1292,279,0,"200,000 .. 500,000",0,0,0,0,0,0,0,3
408900,408900,Unfortunate Spacemen,"Geoff 'Zag' Keene, Deep Field Games","Deep Field Games, New Blood Interactive",,6286,950,0,"200,000 .. 500,000",0,0,0,0,0,0,0,6
1129310,1129310,Receiver 2,Wolfire Games,Wolfire Games,,2193,202,0,"200,000 .. 500,000",0,0,0,0,1999,1999,0,13
211740,211740,Thief II: The Metal Age,Looking Glass Studios,Eidos Interactive Corp.,,1628,98,0,"200,000 .. 500,000",0,0,0,0,699,699,0,10
513000,513000,KUBOOM,nobodyshot,nobodyshot,,1876,1402,0,"200,000 .. 500,000",0,0,0,0,0,0,0,82
422970,422970,Devil Daggers,Sorath,Sorath,,7905,378,0,"200,000 .. 500,000",0,0,0,0,999,999,0,25
342380,342380,Sakura Angels,Winged Cloud,Winged Cloud,,1850,361,0,"200,000 .. 500,000",0,0,0,0,999,999,0,1
502550,502550,Strike.is: The Game,Freakinware Limited,Freakinware Limited,,925,340,0,"200,000 .. 500,000",0,0,0,0,0,0,0,2
270450,270450,Robot Roller-Derby Disco Dodgeball,Erik Asmussen,Erik Asmussen,,3583,297,0,"200,000 .. 500,000",0,0,0,0,999,999,0,4
391780,391780,Uebergame,Duion,Duion,,249,232,0,"200,000 .. 500,000",0,0,0,0,0,0,0,0
644570,644570,Material Girl,Dieselmine,Paradise Project,,7359,688,0,"200,000 .. 500,000",0,0,0,0,199,199,0,7
1133060,1133060,Anarchy: Wolf's law,Anarchy Games,Anarchy Games,,440,103,0,"200,000 .. 500,000",0,0,0,0,1499,1499,0,7
1057700,1057700,Battle Grounds III,The Battle Grounds Game Development Team,The Battle Grounds Game Development Team,,2829,495,0,"200,000 .. 500,000",0,0,0,0,0,0,0,19
214870,214870,Painkiller Hell & Damnation,The Farm 51,Prime Matter,,3088,878,0,"200,000 .. 500,000",0,0,0,0,1999,1999,0,14
1126290,1126290,Lost,DSGame,DSGame,,6085,1430,0,"200,000 .. 500,000",0,0,0,0,123,199,38,16
1002970,1002970,Freefall 3050AD,Total ArKade Software,TAKS,,15,5,0,"200,000 .. 500,000",0,0,0,0,299,299,0,0
401190,401190,Dinosaur Hunt,Racing Bros,ANPA.US,,2509,1233,0,"200,000 .. 500,000",0,0,0,0,99,99,0,1
346120,346120,Boring Man - Online Tactical Stickman Combat,Spasman Games,Spasman Games,,4778,645,0,"200,000 .. 500,000",0,0,0,0,0,0,0,6
467000,467000,Insincere,Astronomic Games,New Reality Games,,128,125,0,"200,000 .. 500,000",0,0,0,0,399,399,0,0
400940,400940,Budget Cuts,Neat Corporation,Neat Corporation,,1429,347,0,"200,000 .. 500,000",0,0,0,0,2999,2999,0,2
1079260,1079260,Fireworks Mania - An Explosive Simulator,Laumania ApS,Laumania ApS,,4534,148,0,"200,000 .. 500,000",0,0,0,0,1199,1199,0,83
1148590,1148590,DOOM 64,"id Software, Nightdive Studios",Bethesda Softworks,,5936,383,0,"200,000 .. 500,000",0,0,0,0,499,499,0,20
965200,965200,Walking Zombie 2,Alda Games,Alda Games,,9664,1327,0,"200,000 .. 500,000",0,0,0,0,0,0,0,161
376730,376730,Monument,D-Games,D-Games,,648,191,0,"200,000 .. 500,000",0,0,0,0,55,199,72,1
1571440,1571440,Lunch Lady,Manic Mice,Manic Mice,,10003,1596,0,"200,000 .. 500,000",0,0,0,0,499,499,0,80
915810,915810,Midnight Ghost Hunt,Vaulted Sky Games,Coffee Stain Publishing,,4740,1383,0,"200,000 .. 500,000",0,0,0,0,1999,1999,0,15
662320,662320,METRO CONFLICT: THE ORIGIN,"RED DUCK, INC.","RED DUCK, INC.",,805,684,0,"200,000 .. 500,000",0,0,0,0,0,0,0,0
237630,237630,DuckTales: Remastered,WayForward,Capcom,,5810,827,0,"200,000 .. 500,000",0,0,0,0,374,1499,75,25
1396240,1396240,Contraband Police: Prologue,Crazy Rocks,PlayWay S.A.,,5383,631,0,"200,000 .. 500,000",0,0,0,0,0,0,0,38
387860,387860,the static speaks my name,the whale husband,the whale husband,,4455,1006,0,"200,000 .. 500,000",0,0,0,0,0,0,0,2
1024380,1024380,Second Extinction,Systemic Reaction™,Systemic Reaction™,,3866,2132,0,"200,000 .. 500,000",0,0,0,0,0,0,0,4
578620,578620,GORN,Free Lives,Devolver Digital,,7432,457,0,"200,000 .. 500,000",0,0,0,0,1999,1999,0,19
1712840,1712840,Tiny Tina's Assault on Dragon Keep: A Wonderlands One-shot Adventure,"Gearbox Software, Stray Kite Studios",2K,,1747,872,0,"200,000 .. 500,000",0,0,0,0,999,999,0,38
320,320,Half-Life 2: Deathmatch,Valve,Valve,,11017,1138,0,"200,000 .. 500,000",0,0,0,0,499,499,0,154
778700,778700,Amorous,Team Amorous,Snaggletooth Studios,,5608,1265,0,"200,000 .. 500,000",0,0,0,0,0,0,0,55
1869090,1869090,Witches of the Fourth Multiplayer,"Flgaming, Fareed",Fareed Flgaming,,1,0,0,"200,000 .. 500,000",0,0,0,0,499,499,0,0
2420,2420,The Ship: Single Player,Outerlight Ltd.,Blazing Griffin Ltd.,,654,271,0,"200,000 .. 500,000",0,0,0,0,999,999,0,1
743090,743090,Defiance 2050,Trion Worlds,Trion Worlds,,1117,1179,0,"200,000 .. 500,000",0,0,0,0,0,0,0,2
2210,2210,Quake 4,"RavenSoft, id Software",Bethesda Softworks,,2516,358,0,"200,000 .. 500,000",0,0,0,0,1499,1499,0,13
243800,243800,Gas Guzzlers Extreme,Gamepires,Jagex Ltd,,3304,542,0,"200,000 .. 500,000",0,0,0,0,2499,2499,0,13
617830,617830,SUPERHOT VR,SUPERHOT Team,SUPERHOT Team,,6759,2405,0,"200,000 .. 500,000",0,0,0,0,2499,2499,0,40
318100,318100,AXYOS,Axyos Games,Axyos Games,,1175,1104,0,"200,000 .. 500,000",0,0,0,0,99,499,80,0
2369390,2369390,Far Cry 6,"Ubisoft Toronto, Ubisoft Montreal, Ubisoft Kyiv, Ubisoft Shanghai, Ubisoft Berlin",Ubisoft,,7898,3682,0,"200,000 .. 500,000",0,0,0,0,5999,5999,0,2619
1098293,1098293,DOOM Eternal: The Ancient Gods - Part Two,id Software,Bethesda Softworks,,2785,1701,0,"200,000 .. 500,000",0,0,0,0,1999,1999,0,0
215470,215470,Primal Carnage,Lukewarm Media,Circle 5 Publishing,,4486,1361,0,"200,000 .. 500,000",0,0,0,0,499,499,0,2
1310990,1310990,Bishojo Mangekyo Kotowari to Meikyu no Shojo,"ωstar, Seikei Production",Seikei Production,,2500,98,0,"200,000 .. 500,000",0,0,0,0,2999,2999,0,9
13200,13200,Unreal 2: The Awakening,"Epic Games, Inc.","Epic Games, Inc.",,391,176,0,"200,000 .. 500,000",0,0,0,0,0,0,0,4
444490,444490,POLYWAR,exagongames,New Reality Games,,360,149,0,"200,000 .. 500,000",0,0,0,0,199,199,0,0
824270,824270,KovaaK's,The Meta,The Meta,,27392,2204,0,"200,000 .. 500,000",0,0,0,0,999,999,0,1519
1024890,1024890,Sector's Edge,"Vercidium, Rocket Skeleton",Vercidium,,2628,605,0,"200,000 .. 500,000",0,0,0,0,0,0,0,8
264240,264240,CONSORTIUM,Interdimensional Games Inc,Interdimensional Games Inc,,1085,425,0,"200,000 .. 500,000",0,0,0,0,0,0,0,1
1521580,1521580,Perfect Heist 2,yeswecamp,yeswecamp,,2336,156,0,"200,000 .. 500,000",0,0,0,0,999,999,0,93
252870,252870,PULSAR: Lost Colony,Leafy Games,Leafy Games,,4711,477,0,"200,000 .. 500,000",0,0,0,0,2499,2499,0,148
1340020,1340020,Aster Fpv Drone Simulator,Emmanuel Perrillon,Emmanuel Perrillon,,9,4,0,"200,000 .. 500,000",0,0,0,0,1999,1999,0,0
35460,35460,The Ball,Teotl Studios,Tripwire Interactive,,784,283,0,"200,000 .. 500,000",0,0,0,0,999,999,0,0
691260,691260,POPULATION: ONE,"BigBox VR, Inc.","BigBox VR, Inc.",,2035,398,0,"200,000 .. 500,000",0,0,0,0,1999,1999,0,65
752060,752060,Subwar 2050,Particle Systems Ltd.,Interplay,,2,0,0,"200,000 .. 500,000",0,0,0,0,999,999,0,0
308420,308420,Ziggurat,Milkstone Studios,Milkstone Studios,,3234,520,0,"200,000 .. 500,000",0,0,0,0,1499,1499,0,4
250620,250620,Among the Sleep - Enhanced Edition,Krillbite Studio,Krillbite Studio,,5910,807,0,"200,000 .. 500,000",0,0,0,0,1699,1699,0,13
1016800,1016800,Chernobylite Enhanced Edition,The Farm 51,The Farm 51,,9630,1968,0,"200,000 .. 500,000",0,0,0,0,2999,2999,0,90
562810,562810,MONOPOLY PLUS,Ubisoft Pune,Ubisoft,,6205,8237,0,"200,000 .. 500,000",0,0,0,0,599,1499,60,273
22200,22200,Zeno Clash,ACE Team,ACE Team,,2458,409,0,"200,000 .. 500,000",0,0,0,0,999,999,0,3
307880,307880,Savage Lands,Last Bastion Studios LLC,Last Bastion Studios LLC,,3687,2960,0,"200,000 .. 500,000",0,0,0,0,399,399,0,4
511800,511800,ONRAID,Pragmatix Ltd,Pragmatix Ltd,,1353,444,0,"200,000 .. 500,000",0,0,0,0,0,0,0,0
805940,805940,RUSSIA BATTLEGROUNDS,Agafonoff,Agafonoff,,3250,930,0,"200,000 .. 500,000",0,0,0,0,49,99,51,4
342480,342480,Gunscape,Blowfish Studios,Blowfish Studios,,847,399,0,"200,000 .. 500,000",0,0,0,0,1999,1999,0,0
247910,247910,Sniper Elite: Nazi Zombie Army 2,,Rebellion,,3436,610,0,"200,000 .. 500,000",0,0,0,0,1499,1499,0,2
212630,212630,Tom Clancy's Ghost Recon: Future Soldier,"Ubisoft Paris, Red Storm Entertainment",Ubisoft,,3384,1575,0,"200,000 .. 500,000",0,0,0,0,1999,1999,0,12
707030,707030,POSTAL 4: No Regerts,Running With Scissors,Running With Scissors,,7427,2776,0,"200,000 .. 500,000",0,0,0,0,3999,3999,0,54
286040,286040,Dead Effect,"BadFly Interactive, a.s.","BadFly Interactive, a.s.",,2628,993,0,"200,000 .. 500,000",0,0,0,0,499,499,0,2
1591520,1591520,Clownfield 2042,RIVERSIDE SPORTS,RIVERSIDE SPORTS,,3962,703,0,"200,000 .. 500,000",0,0,0,0,99,99,0,0
1292040,1292040,STRIDE,Joy Way,Joy Way,,1764,398,0,"200,000 .. 500,000",0,0,0,0,1999,1999,0,3
291010,291010,The Hat Man: Shadow Ward,Game Mechanics LLC,,,2220,1156,0,"200,000 .. 500,000",0,0,0,0,999,999,0,1
214700,214700,Thirty Flights of Loving,Blendo Games,Blendo Games,,1078,666,0,"200,000 .. 500,000",0,0,0,0,499,499,0,0
922320,922320,Sniper 3D Assassin: Free to Play,Fun Games For Free,Fun Games For Free,,949,549,0,"200,000 .. 500,000",0,0,0,0,0,0,0,65
795580,795580,THE DAY Online,Reloaded Studios,Reloaded Studios,,338,242,0,"200,000 .. 500,000",0,0,0,0,0,0,0,0
1431610,1431610,Prison Simulator: Prologue,Baked Games S.A.,"Baked Games S.A., PlayWay S.A.",,2553,301,0,"200,000 .. 500,000",0,0,0,0,0,0,0,8
225160,225160,Shadow Warrior Classic Redux,General Arcade,Devolver Digital,,2830,308,0,"200,000 .. 500,000",0,0,0,0,999,999,0,5
2590,2590,Alpha Prime,Black Element,Bohemia Interactive,,766,636,0,"200,000 .. 500,000",0,0,0,0,99,499,80,0
503300,503300,Super Star,Dream Works,Paradise Project,,3201,898,0,"200,000 .. 500,000",0,0,0,0,0,0,0,2
13240,13240,Unreal Tournament: Game of the Year Edition,"Epic Games, Inc.","Epic Games, Inc.",,3788,147,0,"200,000 .. 500,000",0,0,0,0,0,0,0,29
454120,454120,Starbase,Frozenbyte,Frozenbyte,,3719,2575,0,"200,000 .. 500,000",0,0,0,0,3499,3499,0,22
383180,383180,Dead Island: Riptide Definitive Edition,Techland,Deep Silver,,4147,1336,0,"200,000 .. 500,000",0,0,0,0,299,1999,85,135
650000,650000,DOOM VFR,id Software,Bethesda Softworks,,1531,1233,0,"200,000 .. 500,000",0,0,0,0,1499,1499,0,2
238210,238210,System Shock 2,"Nightdive Studios, Irrational Games, Looking Glass Studios",Nightdive Studios,,6615,384,0,"200,000 .. 500,000",0,0,0,0,999,999,0,17
241260,241260,Sherlock Holmes: Crimes and Punishments,Frogwares,Frogwares,,5666,597,0,"200,000 .. 500,000",0,0,0,0,449,2999,85,46
220260,220260,Farming Simulator 2013 Titanium Edition,Giants Software,Giants Software,,4686,399,0,"200,000 .. 500,000",0,0,0,0,1499,1499,0,27
246580,246580,The Typing of The Dead: Overkill,Modern Dream,SEGA,,3059,443,0,"200,000 .. 500,000",0,0,0,0,1999,1999,0,10
857980,857980,Void Bastards,Blue Manchu,Humble Games,,4194,677,0,"200,000 .. 500,000",0,0,0,0,2999,2999,0,24
436110,436110,Medusa's Labyrinth,Guru Games,Guru Games,,852,248,0,"200,000 .. 500,000",0,0,0,0,0,0,0,1
250340,250340,Blockland,"Eric Hartman, Ben Garney, Anthony Rotondo",Step 1 Games LLC,,4075,1502,0,"200,000 .. 500,000",0,0,0,0,999,999,0,28
1393960,1393960,Battle Command,Ocean Software,Pixel Games UK,,2,0,0,"200,000 .. 500,000",0,0,0,0,499,499,0,0
1130410,1130410,Cyber Hook,Blazing Stick,Graffiti Games,,2587,127,0,"200,000 .. 500,000",0,0,0,0,1499,1499,0,9
1210250,1210250,Island Saver,Stormcloud Games Limited,National Westminster Bank plc,,2844,122,0,"200,000 .. 500,000",0,0,0,0,0,0,0,35
1399760,1399760,Randomlands,Atahan Öztürk,Atahan Öztürk,,7,4,0,"200,000 .. 500,000",0,0,0,0,99,99,0,0
391270,391270,Fingerbones,David Szymanski,David Szymanski,,2668,706,0,"200,000 .. 500,000",0,0,0,0,0,0,0,0
838380,838380,DEAD OR ALIVE 6,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",,6104,2170,0,"200,000 .. 500,000",0,0,0,0,5999,5999,0,66
92100,92100,DETOUR,"Geoff 'Zag' Keene, Richard Keene",Geoff 'Zag' Keene,,1101,677,0,"200,000 .. 500,000",0,0,0,0,199,199,0,3
304530,304530,Agents of Mayhem,Deep Silver Volition,Deep Silver,,2710,1889,0,"200,000 .. 500,000",0,0,0,0,2999,2999,0,6
42670,42670,Singularity,Raven Software,Activision,,4728,368,0,"200,000 .. 500,000",0,0,0,0,2999,2999,0,6
242980,242980,Daikatana,,Square Enix,,516,450,0,"200,000 .. 500,000",0,0,0,0,699,699,0,0
872670,872670,SCP: 5K,Affray Interactive,Affray Interactive,,5846,1250,0,"200,000 .. 500,000",0,0,0,0,1999,1999,0,284
611020,611020,CityBattle | Virtual Earth,LLC RIKOR IMT,LLC RIKOR IMT,,1036,512,0,"200,000 .. 500,000",0,0,0,0,0,0,0,0
357290,357290,Red Lake,Talentplace,KishMish Games,,416,509,0,"200,000 .. 500,000",0,0,0,0,99,99,0,0
373330,373330,All Is Dust,Mannequin Games LLC,Mannequin Games LLC,,579,727,0,"200,000 .. 500,000",0,0,0,0,0,0,0,0
672640,672640,War Robots VR: The Skirmish,Pixonic,Pixonic,,605,151,0,"200,000 .. 500,000",0,0,0,0,0,0,0,0
227480,227480,God Mode,Old School Games,ATLUS USA,,1765,743,0,"200,000 .. 500,000",0,0,0,0,0,0,0,0
1344350,1344350,SUCCUBUS: Prologue,Madmind Studio,Madmind Studio,,4383,940,0,"200,000 .. 500,000",0,0,0,0,0,0,0,42
1766740,1766740,Choo-Choo Charles,Two Star Games,Two Star Games,,11445,1027,0,"200,000 .. 500,000",0,0,0,0,1999,1999,0,68
16730,16730,Legendary,Spark Unlimited,SouthPeak Games,,1344,1126,0,"200,000 .. 500,000",0,0,0,0,599,599,0,1
9000,9000,Spear of Destiny,id Software,id Software,,442,79,0,"200,000 .. 500,000",0,0,0,0,0,0,0,1
17710,17710,Nuclear Dawn,"GameConnect, InterWave Studios",Iceberg Interactive,,1882,526,0,"200,000 .. 500,000",0,0,0,0,999,999,0,0
337410,337410,Karos,Galaxy Gate,GameXP.com,,475,279,0,"200,000 .. 500,000",0,0,0,0,0,0,0,822
1343620,1343620,Nemesis: Distress,"Awaken Realms, Ovid Works",Awaken Realms,,181,105,0,"200,000 .. 500,000",0,0,0,0,1499,1499,0,0
802200,802200,Hellbound: Survival Mode,Saibot Studios,Saibot Studios,,1692,243,0,"200,000 .. 500,000",0,0,0,0,0,0,0,1
518030,518030,Aim Hero,ProGames Studio,ProGames Studio,,5161,870,0,"200,000 .. 500,000",0,0,0,0,499,499,0,21
3020,3020,Call of Juarez,Techland,Techland Publishing,,2469,586,0,"200,000 .. 500,000",0,0,0,0,999,999,0,10
1206240,1206240,Talvisota - Winter War,Talvisota Team,Tripwire Interactive,,941,125,0,"200,000 .. 500,000",0,0,0,0,0,0,0,0
788260,788260,Rules Of Survival,Netease Games,Netease Games,,3138,1989,0,"200,000 .. 500,000",0,0,0,0,0,0,0,0
360870,360870,Ultimate Tic-Tac-Toe,Tigerish Games,Tigerish Games,,1256,260,0,"200,000 .. 500,000",0,0,0,0,0,0,0,4
251950,251950,WWII Online,Cornered Rat Software,"Playnet, Inc.",,1704,1793,0,"200,000 .. 500,000",0,0,0,0,0,0,0,11
989440,989440,Phantom Abyss,Team WIBY,Devolver Digital,,1707,281,0,"200,000 .. 500,000",0,0,0,0,2499,2499,0,2
518800,518800,Lone Leader,SirGoose,Displacement Studios,,122,226,0,"200,000 .. 500,000",0,0,0,0,99,99,0,0
734580,734580,BattleRush,TB Games,TB Games,,1973,892,0,"200,000 .. 500,000",0,0,0,0,0,0,0,7
1294810,1294810,Redfall,Arkane Austin,Bethesda Softworks,,991,2480,0,"200,000 .. 500,000",0,0,0,0,6999,6999,0,29
227100,227100,Sniper Elite: Nazi Zombie Army,Rebellion,Rebellion,,3897,521,0,"200,000 .. 500,000",0,0,0,0,1499,1499,0,5
542340,542340,Slingshot people,StalkerAlex,StalkerAlex.,,652,714,0,"200,000 .. 500,000",0,0,0,0,99,99,0,17
292140,292140,FINAL FANTASY XIII-2,Square Enix,Square Enix,,2936,2052,0,"200,000 .. 500,000",0,0,0,0,1999,1999,0,44
370510,370510,Marble Mayhem: Fragile Ball,"Bimboosoft Co.,Ltd.",Senpai Studios,,729,349,0,"200,000 .. 500,000",0,0,0,0,199,199,0,0
386880,386880,Rake,Konsordo,Konsordo,,3021,1264,0,"200,000 .. 500,000",0,0,0,0,499,499,0,2
41050,41050,Serious Sam Classic: The First Encounter,Croteam,Devolver Digital,,2664,114,0,"200,000 .. 500,000",0,0,0,0,599,599,0,13
696170,696170,SENRAN KAGURA Peach Beach Splash,Tamsoft,"XSEED Games, Marvelous USA, Inc., Marvelous",,3080,754,0,"200,000 .. 500,000",0,0,0,0,2999,2999,0,7
324080,324080,Rising World,JIW-Games,JIW-Games,,4101,777,0,"200,000 .. 500,000",0,0,0,0,1124,1499,25,46
619080,619080,SOS,"Outpost Games, Inc.","Outpost Games, Inc.",,1906,4916,0,"200,000 .. 500,000",0,0,0,0,0,0,0,0
565860,565860,Tomato Way,Vladislav Castillo Gonzalez,Vladislav Castillo Gonzalez,,494,123,0,"200,000 .. 500,000",0,0,0,0,399,399,0,0
334040,334040,Down To One,Gadget Games,My Way Games,,808,1300,0,"200,000 .. 500,000",0,0,0,0,49,499,90,1
2080690,2080690,Sunkenland,Vector3 Studio,Vector3 Studio,,8948,1887,0,"200,000 .. 500,000",0,0,0,0,1999,1999,0,1861
271500,271500,Sniper Art of Victory,CI Games,CI Games,,534,1237,0,"200,000 .. 500,000",0,0,0,0,299,299,0,1
951440,951440,Volcanoids,Volcanoid,Volcanoid,,6152,1201,0,"200,000 .. 500,000",0,0,0,0,1999,1999,0,88
1144400,1144400,Senren＊Banka,YUZUSOFT,"HIKARI FIELD, NekoNyan Ltd.",,16413,148,0,"200,000 .. 500,000",0,0,0,0,3499,3499,0,301
215690,215690,Zeno Clash 2,ACE Team,SEGA,,993,291,0,"200,000 .. 500,000",0,0,0,0,999,999,0,0
19830,19830,Tom Clancy's Rainbow Six 3 Gold,"Red Storm Entertainment, Ubisoft Montreal",Ubisoft,,1563,140,0,"200,000 .. 500,000",0,0,0,0,999,999,0,17
286340,286340,FarSky,Farsky Interactive,Farsky Interactive,,2864,985,0,"200,000 .. 500,000",0,0,0,0,0,0,0,4
994140,994140,Lightmatter,Tunnel Vision Games,Aspyr,,2239,210,0,"200,000 .. 500,000",0,0,0,0,1999,1999,0,2
243120,243120,Betrayer,Blackpowder Games,Blackpowder Games,,3003,673,0,"200,000 .. 500,000",0,0,0,0,0,0,0,2
784080,784080,MechWarrior 5: Mercenaries,Piranha Games Inc.,Fireshine Games,,8034,1529,0,"200,000 .. 500,000",0,0,0,0,2999,2999,0,1164
469990,469990,NEKOPALIVE,NEKO WORKs,Sekai Project,,1349,112,0,"200,000 .. 500,000",0,0,0,0,0,0,0,2
21980,21980,Call of Juarez: Bound in Blood,Techland,Techland Publishing,,3198,519,0,"200,000 .. 500,000",0,0,0,0,999,999,0,16
256190,256190,Enemy Front,CI Games,CI Games,,3401,1767,0,"200,000 .. 500,000",0,0,0,0,1999,1999,0,14
344760,344760,Reign Of Kings,Code}{atch,Code}{atch,,8565,6424,0,"200,000 .. 500,000",0,0,0,0,999,999,0,21
3730,3730,Aliens versus Predator Classic 2000,Rebellion,Rebellion,,2115,300,0,"200,000 .. 500,000",0,0,0,0,499,499,0,6
405830,405830,Turok 2: Seeds of Evil,"Iguana Entertainment, Nightdive Studios",Nightdive Studios,,1978,186,0,"200,000 .. 500,000",0,0,0,0,1999,1999,0,23
515220,515220,F1 2017,"Codemasters, Feral Interactive (Mac), Feral Interactive (Linux)","Codemasters, Feral Interactive (Mac), Feral Interactive (Linux), Electronic Arts",,5156,759,0,"200,000 .. 500,000",0,0,0,0,0,0,0,23
1230570,1230570,Shotgun n  Zombies,Brandtner,Brandtner,,4,4,0,"200,000 .. 500,000",0,0,0,0,199,199,0,0
412400,412400,GASP,Dark Day Interactive,Dark Day Interactive,,369,1275,0,"200,000 .. 500,000",0,0,0,0,0,0,0,0
825380,825380,强军,"Ares Game Co., Ltd.","Nanjing QiangJun Network Co., Ltd.",,86,410,0,"200,000 .. 500,000",0,0,0,0,0,0,0,0
9460,9460,Frontlines: Fuel of War,Kaos Studios,THQ Nordic,,606,298,0,"200,000 .. 500,000",0,0,0,0,1999,1999,0,1
1172650,1172650,INDUSTRIA,Bleakmill,Headup Publishing,,1507,653,0,"200,000 .. 500,000",0,0,0,0,1999,1999,0,4
468250,468250,Warfare Online,Con Artist Games,Con Artist Games,,680,334,0,"200,000 .. 500,000",0,0,0,0,0,0,0,0
880850,880850,War Rock,Dream Execution,Papaya Play,,574,396,0,"200,000 .. 500,000",0,0,0,0,0,0,0,33
272230,272230,Sub Rosa,Cryptic Sea,Devolver Digital,,2368,854,0,"200,000 .. 500,000",0,0,0,0,1999,1999,0,5
274980,274980,Influent,Rob Howland,Three Flip Studios,,1167,408,0,"200,000 .. 500,000",0,0,0,0,499,499,0,7
1555710,1555710,OMFG: One Million Fatal Guns,Gun Hit Wonders,DigiPen Institute of Technology,,2031,109,0,"200,000 .. 500,000",0,0,0,0,0,0,0,0
582890,582890,Estranged: The Departure,Alan Edwardes,Alan Edwardes,,1862,273,0,"200,000 .. 500,000",0,0,0,0,599,599,0,2
1583230,1583230,High On Life,"Squanch Games, Inc.","Squanch Games, Inc.",,10968,1413,0,"200,000 .. 500,000",0,0,0,0,3999,3999,0,237
1785150,1785150,Friends vs Friends,Brainwash Gang,Raw Fury,,5862,1433,0,"200,000 .. 500,000",0,0,0,0,999,999,0,209
355150,355150,gravilon,,,,748,497,0,"200,000 .. 500,000",0,0,0,0,299,299,0,0
314450,314450,Star Saviors,Sharpened Edge Studios,"Activision Value Inc., ImageCode",,1378,297,0,"200,000 .. 500,000",0,0,0,0,199,199,0,0
758990,758990,Ancient Warfare 3,Jannik Nickel,Jannik Nickel,,2090,109,0,"200,000 .. 500,000",0,0,0,0,1299,1299,0,53
803140,803140,Battle Carnival,Zepetto,Zepetto USA,,821,366,0,"200,000 .. 500,000",0,0,0,0,0,0,0,0
2285150,2285150,The Front,Samar Studio,Samar Studio,,3762,1543,0,"200,000 .. 500,000",0,0,0,0,1999,1999,0,6139
1036890,1036890,Shadow Warrior 3: Definitive Edition,Flying Wild Hog,Devolver Digital,,2716,1334,0,"200,000 .. 500,000",0,0,0,0,3999,3999,0,15
661790,661790,Witch Hunt,Gua,Gua,,1871,255,0,"200,000 .. 500,000",0,0,0,0,999,999,0,4
504490,504490,The God's Chain,CRASS Studios,CRASS Infotech,,141,244,0,"200,000 .. 500,000",0,0,0,0,499,499,0,1
1263550,1263550,Combat Arms: the Classic,"VALOFE, NEXON",VALOFE,,905,517,0,"200,000 .. 500,000",0,0,0,0,0,0,0,95
17580,17580,Dystopia,Puny Human,Telltale Games,,887,156,0,"200,000 .. 500,000",0,0,0,0,0,0,0,0
1743850,1743850,HYPER DEMON,Sorath,Sorath,,1872,97,0,"200,000 .. 500,000",0,0,0,0,1499,1499,0,18
1874880,1874880,Arma Reforger,Bohemia Interactive,Bohemia Interactive,,5222,3627,0,"200,000 .. 500,000",0,0,0,0,2999,2999,0,399
651150,651150,Quantum League,Nimble Giant Entertainment,Nimble Giant Entertainment,,1744,562,0,"200,000 .. 500,000",0,0,0,0,0,0,0,0
283290,283290,Nosferatu: The Wrath of Malachi,Idol FX,Funbox Media Ltd,,2455,356,0,"200,000 .. 500,000",0,0,0,0,299,299,0,1
482400,482400,System Shock,Nightdive Studios,Prime Matter,,5981,486,0,"200,000 .. 500,000",0,0,0,0,3999,3999,0,90
728740,728740,Sniper Elite V2 Remastered,Rebellion,Rebellion,,2016,646,0,"200,000 .. 500,000",0,0,0,0,999,999,0,70
1051690,1051690,Nightmare Reaper,Blazing Bit Games,Blazing Bit Games,,2960,198,0,"200,000 .. 500,000",0,0,0,0,2499,2499,0,25
536280,536280,Disintegration,V1 Interactive,Private Division,,348,345,0,"200,000 .. 500,000",0,0,0,0,2999,2999,0,0
283390,283390,Incoming Forces,Rage Software,Funbox Media Ltd,,179,150,0,"200,000 .. 500,000",0,0,0,0,299,299,0,0
779650,779650,Ready Player One: OASIS beta,Directive Games Limited,Vive Studios,,298,202,0,"200,000 .. 500,000",0,0,0,0,0,0,0,0
298600,298600,Lovely Planet,quicktequila,tinyBuild,,2365,240,0,"200,000 .. 500,000",0,0,0,0,599,599,0,1
22340,22340,Call of Cthulhu: Dark Corners of the Earth,Headfirst Productions,Bethesda Softworks,,1988,949,0,"200,000 .. 500,000",0,0,0,0,499,499,0,10
