timestamp,open,high,low,close,volume
2023-11-10,130.105,132.8,129.41,132.59,26927826
2023-11-09,131.96,132.55,130.065,130.24,23747773
2023-11-08,130.97,132.21,130.78,131.84,26425849
2023-11-07,130.71,131.91,129.88,130.97,29757276
2023-11-06,129.05,130.34,128.67,130.25,19052740
2023-11-03,128.02,129.525,127.86,129.1,26393109
2023-11-02,128.42,128.98,126.93,127.49,27124647
2023-11-01,124.07,126.49,123.715,126.45,30082438
2023-10-31,125.06,125.37,122.685,124.08,26292342
2023-10-30,123.21,125.4,122.75,124.46,28940081
2023-10-27,122.88,123.31,120.2057,122.17,44566506
2023-10-26,123.27,124.3297,121.27,122.28,57061140
2023-10-25,128.16,128.31,125.07,125.61,84366208
2023-10-24,137.83,139.3599,137.42,138.81,44814321
2023-10-23,135.04,137.6599,133.95,136.5,26317930
2023-10-20,137.33,137.87,135.08,135.6,26335673
2023-10-19,138.5,139.66,137.38,137.75,26066011
2023-10-18,139.445,140.72,137.38,137.96,23374998
2023-10-17,138.63,139.9,137.18,139.72,23515780
2023-10-16,138.17,139.63,137.99,139.095,28501871
2023-10-13,139.38,140.0,136.615,137.36,23435599
2023-10-12,141.05,141.22,138.26,138.97,24765537
2023-10-11,138.58,141.11,138.58,140.55,25884303
2023-10-10,138.5,139.72,137.33,138.06,27786613
2023-10-09,136.94,138.94,135.61,138.42,19278070
2023-10-06,134.01,138.155,134.01,137.58,27597598
2023-10-05,135.07,135.49,133.45,135.07,19832615
2023-10-04,132.79,135.57,132.53,135.24,26752295
2023-10-03,133.94,134.26,131.84,132.43,22989401
2023-10-02,131.21,134.42,131.17,134.17,22288038
2023-09-29,133.28,134.05,130.36,130.86,30859790
2023-09-28,129.84,133.3,129.79,132.31,22513132
2023-09-27,128.57,130.895,128.57,130.54,22746452
2023-09-26,129.77,130.3645,127.22,128.565,25718704
2023-09-25,129.83,131.17,128.96,131.11,20094643
2023-09-22,130.76,132.025,129.6,130.25,26397337
2023-09-21,131.44,132.23,130.07,130.44,31503910
2023-09-20,138.08,138.08,133.62,133.74,29927475
2023-09-19,137.42,138.41,136.62,138.04,20353653
2023-09-18,136.61,139.16,136.61,138.21,21861346
2023-09-15,137.98,138.52,136.48,137.4,38919614
2023-09-14,137.6,138.695,136.24,138.1,24750968
2023-09-13,135.09,136.9,134.15,136.71,20749496
2023-09-12,136.26,136.8701,135.19,135.34,18405505
