Game ID,Estimated Sales
813630,Unknown
823500,Unknown
536930,Unknown
4580,Unknown
666220,Unknown
841370,Unknown
302670,Unknown
20510,Unknown
9200,Unknown
9880,Unknown
13210,Unknown
20500,Unknown
21090,Unknown
222480,Unknown
879160,Unknown
57900,Unknown
383120,Unknown
335330,Unknown
1061910,Unknown
47410,Unknown
312670,Unknown
238430,Unknown
228380,Unknown
17570,Unknown
1241100,Unknown
9010,Unknown
368070,Unknown
530620,Unknown
1388770,Unknown
1359090,Unknown
1238860,Unknown
1262600,Unknown
654880,Unknown
339800,Unknown
6920,Unknown
747610,Unknown
24010,Unknown
614570,Unknown
517630,Unknown
715220,Unknown
376570,Unknown
1252330,Unknown
293180,Unknown
450540,Unknown
34870,Unknown
34830,Unknown
282800,Unknown
544920,Unknown
728540,Unknown
668580,Unknown
1209040,Unknown
22300,Unknown
707010,Unknown
91600,Unknown
13140,Unknown
327030,Unknown
434570,Unknown
32380,Unknown
1473480,Unknown
699130,Unknown
480490,Unknown
1657630,Unknown
1475810,Unknown
32400,Unknown
626690,Unknown
223710,Unknown
280,Unknown
209650,Unknown
257420,Unknown
393420,Unknown
414530,Unknown
274900,Unknown
668630,Unknown
371660,Unknown
690040,Unknown
1237980,Unknown
670290,Unknown
298260,Unknown
607260,Unknown
6030,Unknown
252530,Unknown
410110,Unknown
399810,Unknown
201230,Unknown
1290000,Unknown
226700,Unknown
489940,Unknown
729040,Unknown
1049800,Unknown
1241110,Unknown
915320,Unknown
12830,Unknown
350080,Unknown
611790,Unknown
1222730,Unknown
390670,Unknown
2320,Unknown
1238820,Unknown
91330,Unknown
317470,Unknown
394230,Unknown
263060,Unknown
307960,Unknown
321360,Unknown
17500,Unknown
2300,Unknown
564710,Unknown
433350,Unknown
1200,Unknown
443110,Unknown
329430,Unknown
1366800,Unknown
208200,Unknown
16450,Unknown
385770,Unknown
394690,Unknown
1262560,Unknown
393080,Unknown
342180,Unknown
299740,Unknown
501300,Unknown
385800,Unknown
324810,Unknown
263540,Unknown
274920,Unknown
384300,Unknown
485310,Unknown
255520,Unknown
223100,Unknown
1364020,Unknown
217750,Unknown
496240,Unknown
374280,Unknown
17740,Unknown
206500,Unknown
905640,Unknown
1041320,Unknown
16900,Unknown
1285670,Unknown
895400,Unknown
402570,Unknown
578650,Unknown
1178490,Unknown
217920,Unknown
64000,Unknown
296470,Unknown
28000,Unknown
1268750,Unknown
1325860,Unknown
1282690,Unknown
315430,Unknown
605740,Unknown
973580,Unknown
1154790,Unknown
1283220,Unknown
552100,Unknown
326960,Unknown
305260,Unknown
954740,Unknown
312280,Unknown
533540,Unknown
368500,Unknown
1476720,Unknown
360940,Unknown
6980,Unknown
790710,Unknown
32390,Unknown
548570,Unknown
468920,Unknown
2000950,Unknown
97100,Unknown
1089130,Unknown
365300,Unknown
3700,Unknown
1017180,Unknown
678800,Unknown
320300,Unknown
916840,Unknown
247430,Unknown
773951,Unknown
20530,Unknown
2600,Unknown
738520,Unknown
1338770,Unknown
287920,Unknown
1662940,Unknown
1121910,Unknown
22490,Unknown
341310,Unknown
611660,Unknown
424030,Unknown
385760,Unknown
330830,Unknown
427100,Unknown
338180,Unknown
242880,Unknown
509980,Unknown
1195460,Unknown
1715130,Unknown
448280,Unknown
928600,Unknown
562010,Unknown
307290,Unknown
211600,Unknown
466910,Unknown
420110,Unknown
633460,Unknown
98400,Unknown
65780,Unknown
15120,Unknown
589290,Unknown
591740,Unknown
253430,Unknown
2063400,Unknown
359800,Unknown
2200,Unknown
370240,Unknown
70600,Unknown
91700,Unknown
434050,Unknown
240320,Unknown
362930,Unknown
501590,Unknown
1408680,Unknown
258180,Unknown
604240,Unknown
353130,Unknown
9050,Unknown
987350,Unknown
378370,Unknown
2096600,Unknown
234510,Unknown
459220,Unknown
2231380,Unknown
1592190,Unknown
1227890,Unknown
698670,Unknown
239660,Unknown
410340,Unknown
1098292,Unknown
303210,Unknown
319150,Unknown
277430,Unknown
927350,Unknown
1522870,Unknown
588140,Unknown
2620,Unknown
301970,Unknown
1333350,Unknown
2270,Unknown
816090,Unknown
280640,Unknown
652980,Unknown
674500,Unknown
301760,Unknown
236370,Unknown
2870,Unknown
266310,Unknown
314020,Unknown
1373500,Unknown
460810,Unknown
292390,Unknown
665180,Unknown
593600,Unknown
402710,Unknown
1836220,Unknown
24840,Unknown
321400,Unknown
382560,Unknown
757240,Unknown
625340,Unknown
2230410,Unknown
518150,Unknown
371970,Unknown
298900,Unknown
523660,Unknown
1363430,Unknown
1286350,Unknown
914620,Unknown
418030,Unknown
420290,Unknown
587860,Unknown
7830,Unknown
691020,Unknown
410710,Unknown
562860,Unknown
228400,Unknown
303610,Unknown
1556200,Unknown
1012790,Unknown
2290,Unknown
674690,Unknown
38700,Unknown
412470,Unknown
9160,Unknown
13230,Unknown
671510,Unknown
1304400,Unknown
391260,Unknown
513560,Unknown
499520,Unknown
1985810,Unknown
1222370,Unknown
708720,Unknown
979080,Unknown
408900,Unknown
1129310,Unknown
211740,Unknown
513000,Unknown
422970,Unknown
342380,Unknown
502550,Unknown
270450,Unknown
391780,Unknown
644570,Unknown
1133060,Unknown
1057700,Unknown
214870,Unknown
1126290,Unknown
1002970,Unknown
401190,Unknown
346120,Unknown
467000,Unknown
400940,Unknown
1079260,Unknown
1148590,Unknown
965200,Unknown
376730,Unknown
1571440,Unknown
915810,Unknown
662320,Unknown
237630,Unknown
1396240,Unknown
387860,Unknown
1024380,Unknown
578620,Unknown
1712840,Unknown
320,Unknown
778700,Unknown
1869090,Unknown
2420,Unknown
743090,Unknown
2210,Unknown
243800,Unknown
617830,Unknown
318100,Unknown
2369390,Unknown
1098293,Unknown
215470,Unknown
1310990,Unknown
13200,Unknown
444490,Unknown
824270,Unknown
1024890,Unknown
264240,Unknown
1521580,Unknown
252870,Unknown
1340020,Unknown
35460,Unknown
691260,Unknown
752060,Unknown
308420,Unknown
250620,Unknown
1016800,Unknown
562810,Unknown
22200,Unknown
307880,Unknown
511800,Unknown
805940,Unknown
342480,Unknown
247910,Unknown
212630,Unknown
707030,Unknown
286040,Unknown
1591520,Unknown
1292040,Unknown
291010,Unknown
214700,Unknown
922320,Unknown
795580,Unknown
1431610,Unknown
225160,Unknown
2590,Unknown
503300,Unknown
13240,Unknown
454120,Unknown
383180,Unknown
650000,Unknown
238210,Unknown
241260,Unknown
220260,Unknown
246580,Unknown
857980,Unknown
436110,Unknown
250340,Unknown
1393960,Unknown
1130410,Unknown
1210250,Unknown
1399760,Unknown
391270,Unknown
838380,Unknown
92100,Unknown
304530,Unknown
42670,Unknown
242980,Unknown
872670,Unknown
611020,Unknown
357290,Unknown
373330,Unknown
672640,Unknown
227480,Unknown
1344350,Unknown
1766740,Unknown
16730,Unknown
9000,Unknown
17710,Unknown
337410,Unknown
1343620,Unknown
802200,Unknown
518030,Unknown
3020,Unknown
1206240,Unknown
788260,Unknown
360870,Unknown
251950,Unknown
989440,Unknown
518800,Unknown
734580,Unknown
1294810,Unknown
227100,Unknown
542340,Unknown
292140,Unknown
370510,Unknown
386880,Unknown
41050,Unknown
696170,Unknown
324080,Unknown
619080,Unknown
565860,Unknown
334040,Unknown
2080690,Unknown
271500,Unknown
951440,Unknown
1144400,Unknown
215690,Unknown
19830,Unknown
286340,Unknown
994140,Unknown
243120,Unknown
784080,Unknown
469990,Unknown
21980,Unknown
256190,Unknown
344760,Unknown
3730,Unknown
405830,Unknown
515220,Unknown
1230570,Unknown
412400,Unknown
825380,Unknown
9460,Unknown
1172650,Unknown
468250,Unknown
880850,Unknown
272230,Unknown
274980,Unknown
1555710,Unknown
582890,Unknown
1583230,Unknown
1785150,Unknown
355150,Unknown
314450,Unknown
758990,Unknown
803140,Unknown
2285150,Unknown
1036890,Unknown
661790,Unknown
504490,Unknown
1263550,Unknown
17580,Unknown
1743850,Unknown
1874880,Unknown
651150,Unknown
283290,Unknown
482400,Unknown
728740,Unknown
1051690,Unknown
536280,Unknown
283390,Unknown
779650,Unknown
298600,Unknown
22340,Unknown
575550,Unknown
1556790,Unknown
993870,Unknown
434250,Unknown
214250,Unknown
1590910,Unknown
635730,Unknown
409510,Unknown
461640,Unknown
2379390,Unknown
369000,Unknown
445720,Unknown
519140,Unknown
963930,Unknown
1334010,Unknown
1121560,Unknown
449540,Unknown
1146630,Unknown
793350,Unknown
712840,Unknown
1096200,Unknown
1238880,Unknown
337950,Unknown
1070910,Unknown
342150,Unknown
63200,Unknown
485610,Unknown
616220,Unknown
1339140,Unknown
442780,Unknown
407330,Unknown
409160,Unknown
756800,Unknown
1230140,Unknown
828070,Unknown
684580,Unknown
1227800,Unknown
1310520,Unknown
336670,Unknown
1230170,Unknown
1119980,Unknown
2248760,Unknown
1217390,Unknown
1730590,Unknown
312150,Unknown
236510,Unknown
1058650,Unknown
44340,Unknown
15750,Unknown
503350,Unknown
1389990,Unknown
65560,Unknown
252630,Unknown
712050,Unknown
899970,Unknown
442810,Unknown
757130,Unknown
1072150,Unknown
418650,Unknown
772540,Unknown
1393350,Unknown
952040,Unknown
407230,Unknown
4720,Unknown
1227690,Unknown
234190,Unknown
1485870,Unknown
574090,Unknown
1334040,Unknown
1477830,Unknown
1792250,Unknown
562270,Unknown
1233270,Unknown
41014,Unknown
626680,Unknown
660880,Unknown
2096610,Unknown
1732190,Unknown
1008710,Unknown
335430,Unknown
1347430,Unknown
217690,Unknown
908520,Unknown
732730,Unknown
407840,Unknown
546930,Unknown
295690,Unknown
249630,Unknown
465240,Unknown
261760,Unknown
1360000,Unknown
407560,Unknown
2370,Unknown
692890,Unknown
862690,Unknown
1378360,Unknown
1144770,Unknown
1032430,Unknown
344910,Unknown
1494420,Unknown
2005010,Unknown
265770,Unknown
13540,Unknown
324570,Unknown
509220,Unknown
1069640,Unknown
1309,Unknown
248530,Unknown
555210,Unknown
1339790,Unknown
1457930,Unknown
893680,Unknown
434420,Unknown
351490,Unknown
1557990,Unknown
353560,Unknown
1190150,Unknown
706990,Unknown
1590180,Unknown
343630,Unknown
63940,Unknown
7860,Unknown
284460,Unknown
964800,Unknown
537430,Unknown
476360,Unknown
878750,Unknown
209630,Unknown
1548850,Unknown
671610,Unknown
1488640,Unknown
711990,Unknown
598060,Unknown
385730,Unknown
1359980,Unknown
1193340,Unknown
820520,Unknown
953820,Unknown
384570,Unknown
1230410,Unknown
1215390,Unknown
96800,Unknown
385400,Unknown
369400,Unknown
1150080,Unknown
527990,Unknown
15300,Unknown
385370,Unknown
1533420,Unknown
1170760,Unknown
1191210,Unknown
414120,Unknown
1423410,Unknown
1146300,Unknown
1371690,Unknown
243000,Unknown
508550,Unknown
998930,Unknown
1397170,Unknown
1118920,Unknown
567060,Unknown
9060,Unknown
414740,Unknown
1273480,Unknown
10220,Unknown
963710,Unknown
352460,Unknown
266110,Unknown
339230,Unknown
457210,Unknown
1108750,Unknown
1263370,Unknown
371670,Unknown
690810,Unknown
261490,Unknown
1150760,Unknown
1239020,Unknown
15390,Unknown
396280,Unknown
382080,Unknown
246700,Unknown
1324780,Unknown
575950,Unknown
1057850,Unknown
1257290,Unknown
385600,Unknown
416080,Unknown
311140,Unknown
299030,Unknown
507010,Unknown
1000500,Unknown
1773390,Unknown
382420,Unknown
2330,Unknown
608800,Unknown
502800,Unknown
616720,Unknown
209060,Unknown
326480,Unknown
1639790,Unknown
853770,Unknown
432100,Unknown
350990,Unknown
217140,Unknown
491130,Unknown
703700,Unknown
1508030,Unknown
2026290,Unknown
242840,Unknown
2640,Unknown
1078350,Unknown
652410,Unknown
994200,Unknown
65740,Unknown
430210,Unknown
521890,Unknown
1163870,Unknown
553660,Unknown
378270,Unknown
1186400,Unknown
566160,Unknown
805110,Unknown
2154820,Unknown
281410,Unknown
416590,Unknown
1109460,Unknown
602520,Unknown
1137220,Unknown
327740,Unknown
327510,Unknown
638110,Unknown
231330,Unknown
592580,Unknown
616830,Unknown
947940,Unknown
330580,Unknown
1575870,Unknown
223630,Unknown
382300,Unknown
46250,Unknown
1801650,Unknown
1256610,Unknown
2376980,Unknown
1491850,Unknown
331160,Unknown
1284820,Unknown
939510,Unknown
463350,Unknown
2360,Unknown
15190,Unknown
819500,Unknown
1506980,Unknown
815940,Unknown
880950,Unknown
206760,Unknown
391420,Unknown
765410,Unknown
297120,Unknown
338170,Unknown
614940,Unknown
1454890,Unknown
939520,Unknown
9030,Unknown
40,Unknown
842180,Unknown
1201400,Unknown
950180,Unknown
1043180,Unknown
615120,Unknown
1944430,Unknown
357330,Unknown
596940,Unknown
244590,Unknown
877200,Unknown
2026070,Unknown
1848450,Unknown
1784160,Unknown
329650,Unknown
390030,Unknown
751440,Unknown
655550,Unknown
1532690,Unknown
1210770,Unknown
1101450,Unknown
390340,Unknown
1300,Unknown
1486630,Unknown
1288320,Unknown
891220,Unknown
1770630,Unknown
220980,Unknown
321270,Unknown
1349060,Unknown
702050,Unknown
1366680,Unknown
3270,Unknown
595140,Unknown
495890,Unknown
1341890,Unknown
1693390,Unknown
653120,Unknown
322920,Unknown
1764910,Unknown
8100,Unknown
397040,Unknown
10130,Unknown
402330,Unknown
459160,Unknown
2190290,Unknown
347620,Unknown
1212830,Unknown
1138080,Unknown
907680,Unknown
1164940,Unknown
1182110,Unknown
15000,Unknown
7010,Unknown
407810,Unknown
1684930,Unknown
1410090,Unknown
2251630,Unknown
488430,Unknown
416290,Unknown
405820,Unknown
1681430,Unknown
527750,Unknown
1392750,Unknown
1916100,Unknown
20550,Unknown
453270,Unknown
11280,Unknown
766370,Unknown
1790560,Unknown
269730,Unknown
1158940,Unknown
331500,Unknown
555880,Unknown
362070,Unknown
233350,Unknown
610360,Unknown
1011940,Unknown
1655910,Unknown
340070,Unknown
1212620,Unknown
1064730,Unknown
486480,Unknown
783240,Unknown
353550,Unknown
801550,Unknown
967460,Unknown
722960,Unknown
343690,Unknown
284990,Unknown
966610,Unknown
1358050,Unknown
1515180,Unknown
956680,Unknown
1627120,Unknown
335320,Unknown
313830,Unknown
2450,Unknown
588210,Unknown
389700,Unknown
39670,Unknown
988910,Unknown
1039880,Unknown
1043610,Unknown
1148510,Unknown
39560,Unknown
302250,Unknown
511740,Unknown
1891010,Unknown
349580,Unknown
1563110,Unknown
1012110,Unknown
487700,Unknown
768450,Unknown
804270,Unknown
1662840,Unknown
2164390,Unknown
31700,Unknown
1170060,Unknown
22310,Unknown
1149660,Unknown
1471250,Unknown
346630,Unknown
1334730,Unknown
386480,Unknown
1209000,Unknown
1100990,Unknown
555450,Unknown
11240,Unknown
250580,Unknown
1293180,Unknown
497590,Unknown
628440,Unknown
1529110,Unknown
2478840,Unknown
238050,Unknown
421700,Unknown
450220,Unknown
1625110,Unknown
1092430,Unknown
717720,Unknown
605450,Unknown
1466300,Unknown
450860,Unknown
300820,Unknown
39530,Unknown
416130,Unknown
1389630,Unknown
1297300,Unknown
2059550,Unknown
624970,Unknown
1194810,Unknown
581630,Unknown
394540,Unknown
801220,Unknown
1595410,Unknown
1323420,Unknown
753610,Unknown
775940,Unknown
1598020,Unknown
1640260,Unknown
1047440,Unknown
1434480,Unknown
2082040,Unknown
727310,Unknown
647740,Unknown
223510,Unknown
950620,Unknown
1641960,Unknown
505740,Unknown
1802330,Unknown
1415660,Unknown
351290,Unknown
1338090,Unknown
504980,Unknown
1442170,Unknown
399120,Unknown
510050,Unknown
1530120,Unknown
1549690,Unknown
32670,Unknown
394760,Unknown
1405470,Unknown
1662990,Unknown
396360,Unknown
722180,Unknown
1038740,Unknown
1363810,Unknown
293860,Unknown
361800,Unknown
1186670,Unknown
1392060,Unknown
1587130,Unknown
405610,Unknown
2137990,Unknown
1612980,Unknown
1547110,Unknown
1313,Unknown
217100,Unknown
851890,Unknown
1741520,Unknown
19800,Unknown
1494100,Unknown
414550,Unknown
311120,Unknown
325180,Unknown
441790,Unknown
541210,Unknown
824600,Unknown
1342340,Unknown
1402320,Unknown
1926270,Unknown
703320,Unknown
283960,Unknown
1153430,Unknown
1250650,Unknown
1553420,Unknown
2492490,Unknown
92900,Unknown
241720,Unknown
2390,Unknown
1100970,Unknown
1984490,Unknown
2095120,Unknown
1523370,Unknown
1166740,Unknown
369580,Unknown
2022180,Unknown
1286320,Unknown
727850,Unknown
377290,Unknown
2306590,Unknown
1563030,Unknown
1205240,Unknown
860960,Unknown
411330,Unknown
18110,Unknown
259170,Unknown
229870,Unknown
301650,Unknown
316430,Unknown
1879720,Unknown
496550,Unknown
2390840,Unknown
755980,Unknown
503580,Unknown
1809380,Unknown
364910,Unknown
1540780,Unknown
1591160,Unknown
1672670,Unknown
1328350,Unknown
1525440,Unknown
400790,Unknown
759610,Unknown
1506280,Unknown
1339220,Unknown
458520,Unknown
564310,Unknown
1609730,Unknown
556240,Unknown
448370,Unknown
305380,Unknown
312210,Unknown
703970,Unknown
2228220,Unknown
514080,Unknown
1516960,Unknown
906930,Unknown
402180,Unknown
2290070,Unknown
1007350,Unknown
1648590,Unknown
1546010,Unknown
1618230,Unknown
1660280,Unknown
1706300,Unknown
1180030,Unknown
364810,Unknown
289400,Unknown
340310,Unknown
3710,Unknown
367270,Unknown
746510,Unknown
1517960,Unknown
2179650,Unknown
939600,Unknown
458560,Unknown
2063480,Unknown
1339460,Unknown
492760,Unknown
2168200,Unknown
1678430,Unknown
1957560,Unknown
1902250,Unknown
1456230,Unknown
1203420,Unknown
1376030,Unknown
1527890,Unknown
290650,Unknown
429700,Unknown
439370,Unknown
973000,Unknown
2349090,Unknown
346370,Unknown
457480,Unknown
201420,Unknown
747340,Unknown
2078780,Unknown
1316760,Unknown
1010750,Unknown
32630,Unknown
588440,Unknown
687850,Unknown
466500,Unknown
1432380,Unknown
1127460,Unknown
1829980,Unknown
2182770,Unknown
827860,Unknown
317040,Unknown
487430,Unknown
1366290,Unknown
910320,Unknown
868520,Unknown
623340,Unknown
1219480,Unknown
1733890,Unknown
920470,Unknown
1291500,Unknown
1566390,Unknown
47880,Unknown
2128400,Unknown
310110,Unknown
214630,Unknown
440730,Unknown
359050,Unknown
1223500,Unknown
915540,Unknown
1175200,Unknown
1371160,Unknown
2170650,Unknown
415030,Unknown
680320,Unknown
2086060,Unknown
1588870,Unknown
1120480,Unknown
805590,Unknown
709820,Unknown
624060,Unknown
2337690,Unknown
1394800,Unknown
2303300,Unknown
2413730,Unknown
1397690,Unknown
1597670,Unknown
1960590,Unknown
619880,Unknown
1466060,Unknown
552280,Unknown
1705180,Unknown
922630,Unknown
880400,Unknown
1032120,Unknown
1501760,Unknown
1341470,Unknown
1617360,Unknown
321260,Unknown
1831780,Unknown
1378290,Unknown
1125480,Unknown
751630,Unknown
2150900,Unknown
1894770,Unknown
330370,Unknown
366440,Unknown
758690,Unknown
1246020,Unknown
1454700,Unknown
305980,Unknown
1516580,Unknown
1406780,Unknown
1062830,Unknown
1605010,Unknown
1786790,Unknown
1978520,Unknown
2232870,Unknown
647000,Unknown
581030,Unknown
270010,Unknown
1219590,Unknown
630610,Unknown
227780,Unknown
1320950,Unknown
1480340,Unknown
963690,Unknown
1452180,Unknown
466890,Unknown
466840,Unknown
1812580,Unknown
1736980,Unknown
1303660,Unknown
1315070,Unknown
1786200,Unknown
1389190,Unknown
1879560,Unknown
1845760,Unknown
606960,Unknown
283370,Unknown
543030,Unknown
645790,Unknown
1935660,Unknown
887400,Unknown
1803150,Unknown
436560,Unknown
1642230,Unknown
512410,Unknown
837940,Unknown
446780,Unknown
377680,Unknown
1359900,Unknown
1419730,Unknown
957790,Unknown
830580,Unknown
871990,Unknown
1984630,Unknown
1344340,Unknown
2546150,Unknown
415590,Unknown
1472250,Unknown
1277930,Unknown
1510930,Unknown
223430,Unknown
980850,Unknown
1506520,Unknown
909750,Unknown
12390,Unknown
807140,Unknown
92600,Unknown
1468370,Unknown
273590,Unknown
601640,Unknown
229580,Unknown
451840,Unknown
259570,Unknown
407310,Unknown
296300,Unknown
1175250,Unknown
302240,Unknown
848500,Unknown
484870,Unknown
2347390,Unknown
560370,Unknown
340300,Unknown
1436240,Unknown
1569550,Unknown
1886370,Unknown
2269120,Unknown
1515140,Unknown
42140,Unknown
351150,Unknown
527340,Unknown
457760,Unknown
270110,Unknown
522940,Unknown
1286340,Unknown
1672140,Unknown
1417010,Unknown
834280,Unknown
502710,Unknown
352950,Unknown
1281150,Unknown
646200,Unknown
673000,Unknown
1980830,Unknown
1104640,Unknown
495720,Unknown
2463500,Unknown
731620,Unknown
826480,Unknown
1222300,Unknown
266050,Unknown
411080,Unknown
1599220,Unknown
1215980,Unknown
436260,Unknown
13630,Unknown
262190,Unknown
253610,Unknown
283980,Unknown
748370,Unknown
802870,Unknown
673130,Unknown
500980,Unknown
1508490,Unknown
2056420,Unknown
2285620,Unknown
1354270,Unknown
908620,Unknown
318690,Unknown
745850,Unknown
1427640,Unknown
1731520,Unknown
1051830,Unknown
1370950,Unknown
914690,Unknown
2220520,Unknown
277520,Unknown
1330290,Unknown
1440870,Unknown
854110,Unknown
36910,Unknown
1897480,Unknown
358400,Unknown
328070,Unknown
908310,Unknown
1495800,Unknown
849940,Unknown
546230,Unknown
555400,Unknown
1933650,Unknown
741820,Unknown
1079800,Unknown
345440,Unknown
296180,Unknown
300760,Unknown
1578920,Unknown
2388690,Unknown
341860,Unknown
594550,Unknown
2780,Unknown
890880,Unknown
2209680,Unknown
1879030,Unknown
1349830,Unknown
546660,Unknown
1269720,Unknown
927890,Unknown
1769730,Unknown
1248810,Unknown
624950,Unknown
293520,Unknown
741670,Unknown
1192900,Unknown
1899400,Unknown
2099270,Unknown
604230,Unknown
1612730,Unknown
584780,Unknown
328460,Unknown
634070,Unknown
473520,Unknown
324650,Unknown
1999140,Unknown
904360,Unknown
794490,Unknown
644290,Unknown
1097580,Unknown
881690,Unknown
1463030,Unknown
2306710,Unknown
544310,Unknown
2443360,Unknown
687920,Unknown
681390,Unknown
1135830,Unknown
811750,Unknown
1631930,Unknown
978840,Unknown
1318520,Unknown
1800650,Unknown
2351160,Unknown
1824150,Unknown
1274800,Unknown
1586290,Unknown
1386890,Unknown
1044620,Unknown
2281200,Unknown
